"","release_nb","fam_int_id","age","sex","num_children","marital","life_satisfaction","house_val","weeks_employed_last_yr","leisure_hrs","itemize_tax","health_status","race_ref_1","race_ref_2","race_ref_3","race_ref_4","religious_pref","religious_denom","donated_gt_25_charity_last_yr","religious_attend_nb","religious_attend_freq","respondant_was","taxable_income","total_fam_income","education","immigrant_fam_wt","house_val_thousand","donated"
"468","1","3545",37,"Male",1,"Married","Very satisfied",220000,52,8,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",1,"Week","Current Reference Person",56100,56100,"SomeCollege",15.742,"[185, 240)","No"
"469","1","4911",62,"Female",0,"Widowed","Very satisfied",NA,0,21,"No; did/will not file","Good","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Current Reference Person",0,54247,"SomeHS",59.118,"Does not own home","Yes"
"470","1","4427",38,"Female",1,"Divorced, annulled","Completely satisfied",2e+05,52,20,"Yes","Excellent","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Month","Current Reference Person",70030,78430,"SomeCollege",75.851,"[185, 240)","Yes"
"471","1","4182",37,"Female",0,"Never married","Somewhat satisfied",40000,52,40,"No; did/will not file","Poor","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",8000,8000,"HS",11.458,"[0.145, 65)","No"
"472","1","5124",37,"Female",3,"Divorced, annulled","Somewhat satisfied",NA,52,10,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Pentecostal/Assembly of God","No",1,"Week","Current Reference Person",31000,31000,"HS",50.78,"Does not own home","No"
"473","1","8032",34,"Male",3,"Married","Not very satisfied",210000,29,20,"No; did/will not file","Poor","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Pentecostal/Assembly of God","Yes",1,"Week","Spouse or new spouse",59000,62000,"SomeCollege",33.942,"[185, 240)","Yes"
"474","1","9180",32,"Male",2,"Married","Very satisfied",250000,52,35,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",2,"Year","Spouse or new spouse",121468,121468,"HS",27.699,"[240, 300)","No"
"475","1","6710",62,"Male",2,"Married","Completely satisfied",140000,52,20,"No; did/will not file","Very good","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",6,"Year","Spouse or new spouse",87000,87000,"HS",47.113,"[100, 150)","No"
"476","1","8902",70,"Male",0,"Married","Completely satisfied",215000,0,20,"No; did/will not file","Poor","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",1,"Month","Current Reference Person",100,43600,"SomeHS",58.642,"[185, 240)","No"
"477","1","5133",46,"Male",1,"Married","Very satisfied",175000,52,20,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Current Reference Person",1e+05,111647,"HS",13.261,"[150, 185)","Yes"
"478","1","8578",56,"Male",3,"Married","Completely satisfied",NA,52,28,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",1,"Week","Spouse or new spouse",18000,29000,"SomeHS",26.346,"Does not own home","No"
"479","1","9377",47,"Female",0,"Never married","Not very satisfied",2e+05,52,40,"No; did/will not file","Good","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",1,"Week","Current Reference Person",91000,98800,"College",30.996,"[185, 240)","No"
"480","1","4450",45,"Male",1,"Married","Very satisfied",NA,52,30,"Yes","Good","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Spouse or new spouse",75651,87550,"HS",37.264,"Does not own home","No"
"481","1","6912",35,"Male",2,"Married","Very satisfied",250000,52,15,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Spouse or new spouse",90000,90000,"HS",29.509,"[240, 300)","No"
"483","1","5733",58,"Male",0,"Married","Completely satisfied",240000,52,10,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",2,"Year","Spouse or new spouse",162400,162400,"SomeHS",27.612,"[240, 300)","Yes"
"484","1","4375",47,"Male",2,"Married","Very satisfied",470000,52,15,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",195100,197700,"College",24.746,"[450, 4500)","Yes"
"485","1","4486",44,"Male",0,"Married","Somewhat satisfied",190000,52,8,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",2,"Year","Current Reference Person",84125,84125,"College",24.327,"[185, 240)","Yes"
"486","1","5300",42,"Male",2,"Married","Completely satisfied",1200000,52,15,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Episcopalian","Yes",2,"Year","Spouse or new spouse",415049,415049,"College",23.557,"[450, 4500)","Yes"
"487","1","8003",35,"Male",7,"Divorced, annulled","Very satisfied",NA,52,7,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",25000,25000,"SomeHS",18.169,"Does not own home","No"
"488","1","4636",33,"Male",4,"Married","Completely satisfied",130000,52,35,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Spouse or new spouse",84710,84710,"SomeHS",23.481,"[100, 150)","Yes"
"489","1","8772",54,"Male",0,"Married","Somewhat satisfied",1e+05,0,10,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","Yes",30,"Year","Spouse or new spouse",0,21000,"HS",38.182,"[100, 150)","Yes"
"490","1","4786",51,"Male",1,"Married","Very satisfied",3e+05,52,9,"Yes","Fair","White","American Indian or Alaska Native","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Spouse or new spouse",113200,119300,"College",20.672,"[300, 450)","Yes"
"491","1","9566",42,"Male",3,"Married","Somewhat satisfied",NA,52,49,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",1,"Week","Spouse or new spouse",59150,106150,"SomeHS",28.491,"Does not own home","No"
"492","1","5474",67,"Female",0,"Widowed","Very satisfied",230000,0,35,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",20,18680,"SomeCollege",71.387,"[185, 240)","Yes"
"493","1","5558",65,"Male",0,"Married","Completely satisfied",325000,0,25,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Methodist/African Methodist","Yes",0,"None*","Current Reference Person",25500,74572,"College",29.546,"[300, 450)","Yes"
"494","1","4741",69,"Male",0,"Married","Completely satisfied",380000,0,50,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Presbyterian","Yes",3,"Month","Current Reference Person",2150,33150,"College",37.08,"[300, 450)","Yes"
"495","1","4435",69,"Male",0,"Married","Very satisfied",280000,0,90,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Presbyterian","Yes",4,"Month","Current Reference Person",200,71200,"College",35.15,"[240, 300)","Yes"
"496","1","6247",42,"Female",0,"Divorced, annulled","Very satisfied",375000,49,15,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",69031,69031,"College",38.044,"[300, 450)","Yes"
"497","1","5919",38,"Male",2,"Married","Completely satisfied",425000,52,20,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Month","Current Reference Person",262800,262800,"College",17.183,"[300, 450)","Yes"
"498","1","4243",27,"Male",0,"Married","Very satisfied",NA,52,20,"No; did/will not file","Very good","Asian","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",0,"None*","Spouse or new spouse",81200,91200,"College",16.784,"Does not own home","No"
"499","1","909",42,"Male",0,"Never married","Completely satisfied",270000,52,10,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",1,"Month","Current Reference Person",136100,136100,"College",40.534,"[240, 300)","Yes"
"500","1","3032",76,"Female",0,"Divorced, annulled","Very satisfied",NA,0,35,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian Science","Yes",0,"None*","Current Reference Person",0,21288,"SomeCollege",65.722,"Does not own home","Yes"
"501","1","3628",51,"Male",0,"Never married","Somewhat satisfied",NA,52,40,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",26000,26000,"HS",57.268,"Does not own home","No"
"502","1","4006",88,"Female",0,"Widowed","Very satisfied",1e+05,0,12,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",700,23300,"HS",67.971,"[100, 150)","Yes"
"503","1","4355",67,"Female",0,"Widowed","Very satisfied",3e+05,30,60,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",6036,31499,"SomeCollege",72.542,"[300, 450)","Yes"
"504","1","4226",63,"Male",0,"Married","Very satisfied",5e+05,52,10,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Presbyterian","Yes",10,"Year","Current Reference Person",192000,192000,"HS",30.71,"[450, 4500)","Yes"
"505","1","3816",69,"Male",0,"Divorced, annulled","Very satisfied",NA,52,50,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","No",15,"Year","Current Reference Person",6000,23736,"SomeCollege",75.319,"Does not own home","No"
"506","1","4593",39,"Male",2,"Married","Somewhat satisfied",NA,52,20,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Protestant unspecified","No",10,"Year","Current Reference Person",46000,52000,"College",16.554,"Does not own home","No"
"507","1","5031",37,"Male",0,"Married","Very satisfied",70000,52,3,"No; did/will not file","Poor","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",0,"None*","Current Reference Person",43000,43000,"College",16.029,"[65, 100)","Yes"
"509","1","6685",36,"Male",3,"Married","Very satisfied",315000,52,1,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",4,"Year","Current Reference Person",127000,127000,"College",20.029,"[300, 450)","Yes"
"510","1","4758",34,"Male",1,"Married","Very satisfied",225000,32,100,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","Yes",1,"Week","Spouse or new spouse",18000,24400,"HS",16.689,"[185, 240)","Yes"
"511","1","6101",35,"Male",0,"Married","Somewhat satisfied",195000,49,16,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Methodist/African Methodist","Yes",3,"Year","Spouse or new spouse",105100,105300,"College",19.047,"[185, 240)","Yes"
"513","1","8575",26,"Male",0,"Never married","Somewhat satisfied",40000,51,10,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",5,"Year","Current Reference Person",41001,41001,"SomeHS",35.864,"[0.145, 65)","No"
"514","1","7836",22,"Female",0,"Never married","Very satisfied",NA,52,25,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",25000,25000,"SomeCollege",33.535,"Does not own home","No"
"517","1","345",65,"Male",0,"Married","Very satisfied",5000,0,7,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Other Protestant","Yes",0,"None*","Current Reference Person",8333,57950,"SomeCollege",36.783,"[0.145, 65)","Yes"
"518","1","726",44,"Male",0,"Married","Somewhat satisfied",NA,52,15,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",37933,67780,"College",13.197,"Does not own home","No"
"519","1","287",42,"Male",1,"Divorced, annulled","Very satisfied",NA,10,30,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",2,"Year","Current Reference Person",650,17737,"HS",22.969,"Does not own home","No"
"520","1","924",45,"Male",4,"Married","Completely satisfied",264000,52,10,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Spouse or new spouse",118700,124100,"SomeCollege",2.44,"[240, 300)","No"
"521","1","205",85,"Female",0,"Widowed","Very satisfied",120000,0,49,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",52,"Year","Current Reference Person",2000,33200,"HS",66.423,"[100, 150)","Yes"
"522","1","638",62,"Male",0,"Divorced, annulled","Somewhat satisfied",116000,3,70,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",19386,60025,"HS",55.994,"[100, 150)","No"
"523","1","2511",45,"Male",1,"Married","Very satisfied",NA,52,14,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Current Reference Person",109020,109020,"College",23.938,"Does not own home","Yes"
"524","1","1721",38,"Male",0,"Never married","Very satisfied",NA,52,10,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",38005,38005,"College",49.609,"Does not own home","No"
"525","1","1256",35,"Male",2,"Married","Very satisfied",336000,52,9,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Month","Spouse or new spouse",180702,180702,"College",26.169,"[300, 450)","Yes"
"526","1","1708",70,"Male",0,"Married","Completely satisfied",160000,0,21,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Spouse or new spouse",5000,47000,"College",45.664,"[150, 185)","Yes"
"527","1","1260",74,"Male",0,"Married","Completely satisfied",140000,0,40,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Protestant unspecified","Yes",0,"None*","Spouse or new spouse",14130,121827,"College",44.846,"[100, 150)","Yes"
"528","1","1337",41,"Male",3,"Married","Completely satisfied",350000,52,7,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Spouse or new spouse",160014,160014,"College",26.484,"[300, 450)","Yes"
"529","1","1557",46,"Male",2,"Married","Very satisfied",409000,52,30,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",2,"Month","Spouse or new spouse",170100,170100,"HS",25.903,"[300, 450)","Yes"
"531","1","366",48,"Male",0,"Married","Very satisfied",60000,52,4,"No; did/will not file","Very good","Black, African-American, or Negro","American Indian or Alaska Native","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",3,"Month","Spouse or new spouse",64900,65300,"College",36.371,"[0.145, 65)","Yes"
"532","1","9052",24,"Female",0,"Never married","Very satisfied",NA,52,10,"No; did/will not file","Poor","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",16897,17097,"College",15.049,"Does not own home","No"
"533","1","6305",52,"Male",0,"Married","Somewhat satisfied",90000,52,21,"Yes","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",4,"Year","Current Reference Person",56818,66518,"SomeCollege",30.573,"[65, 100)","Yes"
"534","1","8833",53,"Male",0,"Married","Completely satisfied",170000,52,15,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",1,"Week","Spouse or new spouse",112000,115000,"College",24.983,"[150, 185)","Yes"
"535","1","4437",79,"Male",0,"Married","Very satisfied",5e+05,0,56,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Week","Spouse or new spouse",0,54580,"SomeCollege",32.254,"[450, 4500)","Yes"
"536","1","9188",64,"Male",0,"Married","Very satisfied",257000,52,8,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",6,"Year","Current Reference Person",87006,87006,"College",29.464,"[240, 300)","Yes"
"537","1","4149",63,"Female",0,"Divorced, annulled","Completely satisfied",NA,52,2,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",170000,170000,"College",54.072,"Does not own home","Yes"
"538","1","4199",34,"Male",0,"Divorced, annulled","Somewhat satisfied",99000,52,25,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",1,"Year","Current Reference Person",49000,49000,"SomeCollege",30.407,"[65, 100)","No"
"539","1","7773",57,"Male",0,"Married","Very satisfied",150000,52,14,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","No",1,"Week","Spouse or new spouse",91500,91500,"HS",23.296,"[150, 185)","No"
